Number Start Coordinate Stop Coordinate Color/Hardness 
6902 : 74 87 73 87 0.8458981543 
6903 : 94 248 94 247 0.8459037275 
6904 : 71 93 70 92 0.8459230807 
6905 : 24 193 24 194 0.8459359606 
6906 : 17 190 17 189 0.8459595960 
6907 : 183 86 183 85 0.8459823886 
6908 : 76 224 75 225 0.8459834867 
6909 : 122 156 121 155 0.8459909656 
6910 : 65 121 65 120 0.8459945276 
6911 : 111 73 110 73 0.8459994603 
6912 : 123 224 122 223 0.8460089686 
6913 : 160 6 160 5 0.8460105330 
6914 : 52 151 53 152 0.8460155249 
6915 : 9 228 9 227 0.8460183228 
6916 : 77 169 77 168 0.8460279980 
6917 : 127 238 127 237 0.8460359408 
6918 : 101 7 101 8 0.8460702250 
6919 : 57 151 57 150 0.8460850791 
6920 : 187 86 188 86 0.8460865146 
6921 : 60 258 60 259 0.8460960961 
6922 : 198 95 199 94 0.8461246612 
6923 : 161 20 161 21 0.8461264425 
6924 : 126 103 127 104 0.8461402695 
6925 : 119 213 118 214 0.8461531030 
6926 : 156 171 155 171 0.8461531812 
6927 : 65 140 66 141 0.8461538462 
6928 : 68 247 67 248 0.8461538462 
6929 : 113 169 114 169 0.8461538462 
6930 : 70 116 69 116 0.8461613104 
6931 : 160 175 159 174 0.8461618257 
6932 : 76 165 75 166 0.8461677157 
6933 : 35 163 34 164 0.8461822660 
6934 : 63 79 62 80 0.8461839056 
6935 : 123 90 124 90 0.8462040125 
6936 : 37 149 36 150 0.8462231505 
6937 : 183 37 183 36 0.8462533255 
6938 : 77 142 77 141 0.8463114754 
6939 : 125 165 126 164 0.8463114754 
6940 : 53 155 53 156 0.8463195405 
6941 : 85 72 86 72 0.8463199490 
6942 : 127 242 128 243 0.8463447351 
6943 : 164 93 165 92 0.8463454458 
6944 : 48 77 49 76 0.8463513489 
6945 : 33 124 33 125 0.8463629509 
6946 : 153 95 152 94 0.8463639705 
6947 : 70 237 70 236 0.8464262417 
6948 : 177 94 178 93 0.8464671306 
6949 : 66 179 65 178 0.8464689266 
6950 : 105 204 106 204 0.8464870526 
6951 : 105 173 105 174 0.8464912281 
6952 : 117 221 118 222 0.8465573622 
6953 : 166 10 167 10 0.8465831023 
6954 : 200 87 199 86 0.8465871845 
6955 : 83 15 82 15 0.8465887075 
6956 : 7 252 7 253 0.8466047007 
6957 : 73 247 74 248 0.8466165414 
6958 : 100 70 101 70 0.8466293075 
6959 : 124 167 123 168 0.8466293075 
6960 : 123 168 124 168 0.8466293075 
6961 : 23 94 23 93 0.8466367014 
6962 : 34 71 35 70 0.8466388136 
6963 : 80 161 80 160 0.8466576332 
6964 : 38 127 38 128 0.8466653434 
6965 : 176 177 177 177 0.8466768603 
6966 : 67 237 66 238 0.8467042980 
6967 : 43 277 42 278 0.8467042980 
6968 : 129 87 130 88 0.8467078189 
6969 : 114 74 113 74 0.8467107460 
6970 : 67 248 66 247 0.8467123155 
6971 : 87 71 86 72 0.8467137413 
6972 : 138 256 139 256 0.8467138144 
6973 : 90 16 91 16 0.8467286474 
6974 : 36 116 37 117 0.8467406035 
6975 : 183 88 183 89 0.8467510171 
6976 : 56 169 57 168 0.8467510171 
6977 : 35 106 34 107 0.8467812487 
6978 : 98 76 98 75 0.8467879616 
6979 : 56 155 56 154 0.8467902335 
6980 : 82 90 81 91 0.8467945201 
6981 : 56 148 57 148 0.8467988066 
6982 : 188 191 188 192 0.8468085106 
6983 : 22 98 21 97 0.8468107555 
6984 : 152 173 153 174 0.8468292683 
6985 : 134 36 135 35 0.8468693859 
6986 : 73 90 73 91 0.8468701576 
6987 : 113 74 112 73 0.8468752213 
6988 : 28 131 29 132 0.8468776916 
6989 : 51 180 52 181 0.8468899522 
6990 : 66 35 66 36 0.8468946825 
6991 : 58 5 57 4 0.8469204232 
6992 : 165 92 166 91 0.8469387755 
6993 : 155 171 156 172 0.8469387755 
6994 : 81 91 82 92 0.8469441112 
6995 : 138 271 138 270 0.8469640331 
6996 : 86 173 87 172 0.8469892054 
6997 : 66 250 65 251 0.8470076751 
6998 : 70 23 70 24 0.8470216903 
6999 : 70 77 71 77 0.8470358857 
7000 : 95 67 96 67 0.8470466248 
7001 : 24 113 23 114 0.8470510993 
7002 : 54 63 55 64 0.8470611810 
7003 : 103 197 104 198 0.8470635132 
7004 : 48 89 49 88 0.8470701737 
7005 : 152 48 152 49 0.8470798869 
7006 : 158 180 159 180 0.8470818759 
7007 : 160 182 161 183 0.8470818759 
7008 : 53 184 52 183 0.8470873786 
7009 : 73 91 74 91 0.8470995537 
7010 : 170 91 169 91 0.8471074380 
7011 : 120 169 121 169 0.8471074380 
7012 : 181 197 181 198 0.8471074380 
7013 : 185 197 185 198 0.8471074380 
7014 : 195 197 196 198 0.8471074380 
7015 : 185 198 184 197 0.8471074380 
7016 : 75 135 74 135 0.8471219029 
7017 : 116 78 117 78 0.8471653005 
7018 : 98 69 99 69 0.8471871829 
7019 : 167 8 167 7 0.8471925911 
7020 : 63 242 64 242 0.8471964680 
7021 : 119 81 118 80 0.8471991701 
7022 : 45 270 45 271 0.8472271282 
7023 : 174 89 173 89 0.8472286861 
7024 : 149 20 148 21 0.8472306516 
7025 : 182 49 182 50 0.8472403815 
7026 : 178 87 179 86 0.8472574745 
7027 : 180 44 181 43 0.8472817171 
7028 : 63 164 64 164 0.8472821398 
7029 : 83 165 84 166 0.8472864146 
7030 : 163 8 162 9 0.8473188615 
7031 : 107 195 108 196 0.8473232323 
7032 : 86 72 86 73 0.8473251600 
7033 : 157 7 157 8 0.8473353398 
7034 : 96 70 95 71 0.8473383778 
7035 : 71 136 72 136 0.8473383778 
7036 : 98 15 99 15 0.8473429303 
7037 : 163 175 162 174 0.8473524744 
7038 : 74 196 75 195 0.8473728916 
7039 : 72 164 72 165 0.8474032258 
7040 : 22 206 22 207 0.8474132459 
7041 : 102 78 101 78 0.8474182104 
7042 : 162 179 161 178 0.8474220318 
7043 : 105 199 106 199 0.8474254981 
7044 : 115 169 116 169 0.8474576271 
7045 : 99 197 100 196 0.8474625956 
7046 : 135 59 134 59 0.8474736864 
7047 : 34 144 33 144 0.8474903475 
7048 : 104 71 103 71 0.8475021065 
7049 : 106 72 105 71 0.8475021065 
7050 : 76 194 77 195 0.8475023452 
7051 : 128 231 129 232 0.8475033226 
7052 : 118 80 119 80 0.8475103734 
7053 : 36 129 36 128 0.8475108225 
7054 : 164 192 165 192 0.8475280758 
7055 : 64 164 64 165 0.8475609756 
7056 : 60 184 61 185 0.8475742448 
7057 : 133 40 134 40 0.8475749017 
7058 : 182 50 181 50 0.8475849121 
7059 : 104 140 104 141 0.8475961538 
7060 : 82 184 83 185 0.8476018100 
7061 : 127 160 126 161 0.8476028591 
7062 : 66 191 65 191 0.8476382684 
7063 : 66 177 66 176 0.8476394850 
7064 : 102 176 101 177 0.8476862500 
7065 : 81 147 81 148 0.8476915298 
7066 : 182 81 183 81 0.8477011494 
7067 : 196 83 195 82 0.8477109904 
7068 : 89 198 88 197 0.8477157360 
7069 : 44 272 45 271 0.8477192982 
7070 : 77 183 78 184 0.8477192982 
7071 : 137 251 137 250 0.8477249421 
7072 : 77 141 77 140 0.8477366255 
7073 : 126 164 126 165 0.8477366255 
7074 : 153 170 153 169 0.8477366255 
7075 : 110 73 109 72 0.8477509823 
7076 : 71 77 71 76 0.8477714638 
7077 : 182 47 182 48 0.8477798254 
7078 : 140 36 140 37 0.8477989067 
7079 : 73 181 72 182 0.8478260870 
7080 : 119 80 120 80 0.8478275779 
7081 : 122 82 122 83 0.8478275779 
7082 : 172 90 171 90 0.8478275779 
7083 : 157 9 157 8 0.8478384979 
7084 : 88 173 87 172 0.8478421142 
7085 : 121 222 122 222 0.8478539398 
7086 : 188 86 189 86 0.8478632479 
7087 : 71 168 70 168 0.8478736710 
7088 : 108 196 107 196 0.8478839686 
7089 : 167 171 168 171 0.8478978979 
7090 : 78 162 77 162 0.8479015800 
7091 : 80 145 79 145 0.8479166667 
7092 : 126 161 127 161 0.8479166667 
7093 : 117 212 118 212 0.8479279279 
7094 : 122 222 122 221 0.8479279279 
7095 : 178 79 177 80 0.8479299941 
7096 : 123 84 124 84 0.8479313877 
7097 : 199 72 198 71 0.8479479886 
7098 : 103 68 102 68 0.8479491300 
7099 : 189 86 189 87 0.8479538861 
7100 : 104 120 104 119 0.8479570456 
7101 : 74 167 75 166 0.8479574034 
7102 : 110 6 111 7 0.8479677163 
7103 : 43 72 44 71 0.8479998282 
7104 : 50 144 50 145 0.8480007337 
7105 : 79 90 79 89 0.8480079679 
7106 : 41 136 40 135 0.8480243751 
7107 : 75 166 75 167 0.8480411523 
7108 : 78 145 78 144 0.8480486406 
7109 : 157 62 158 61 0.8480518818 
7110 : 73 87 73 88 0.8480718424 
7111 : 96 183 97 183 0.8480769231 
7112 : 116 169 115 170 0.8481012658 
7113 : 79 186 78 186 0.8481118104 
7114 : 133 33 133 34 0.8481182530 
7115 : 24 79 23 79 0.8481482921 
7116 : 158 3 158 4 0.8481500217 
7117 : 120 80 120 81 0.8481507095 
7118 : 124 90 123 91 0.8481525070 
7119 : 4 265 3 264 0.8481672520 
7120 : 29 141 29 142 0.8481759899 
7121 : 159 180 159 181 0.8481781377 
7122 : 83 185 82 186 0.8481815938 
7123 : 44 64 45 64 0.8482139853 
7124 : 33 122 33 121 0.8482142857 
7125 : 182 182 181 183 0.8482142857 
7126 : 96 29 97 28 0.8482331140 
7127 : 27 138 27 139 0.8482578397 
7128 : 67 245 67 244 0.8482758621 
7129 : 103 4 104 5 0.8482838675 
7130 : 86 168 85 169 0.8482905983 
7131 : 71 85 72 85 0.8483298542 
7132 : 30 66 31 65 0.8483362167 
7133 : 185 174 186 174 0.8483412322 
7134 : 194 175 195 175 0.8483412322 
7135 : 42 138 41 137 0.8483557462 
7136 : 74 192 75 192 0.8483602875 
7137 : 168 91 169 91 0.8483606557 
7138 : 126 165 126 166 0.8483606557 
7139 : 194 200 195 199 0.8483606557 
7140 : 104 80 105 81 0.8483653467 
7141 : 42 146 41 145 0.8483885304 
7142 : 179 86 180 86 0.8483970855 
7143 : 6 266 6 267 0.8483995412 
7144 : 183 44 182 43 0.8484174585 
7145 : 135 248 134 247 0.8484175136 
7146 : 151 169 152 169 0.8484176577 
7147 : 159 9 160 10 0.8484217172 
7148 : 145 61 146 61 0.8484416781 
7149 : 30 105 31 105 0.8484467370 
7150 : 78 186 78 185 0.8484653029 
7151 : 77 195 76 195 0.8484743412 
7152 : 143 261 144 261 0.8484820090 
7153 : 78 184 78 185 0.8484848485 
7154 : 104 117 104 118 0.8484882816 
7155 : 99 73 99 74 0.8484883113 
7156 : 99 74 98 75 0.8484883113 
7157 : 147 169 148 169 0.8484883113 
7158 : 161 183 162 183 0.8484883113 
7159 : 169 194 170 193 0.8484883113 
7160 : 75 169 76 168 0.8484889210 
7161 : 182 48 183 49 0.8484894588 
7162 : 87 172 87 171 0.8485007496 
7163 : 164 173 163 173 0.8485007496 
7164 : 68 179 69 179 0.8485007496 
7165 : 153 174 152 174 0.8485160153 
7166 : 167 191 168 192 0.8485160153 
7167 : 29 132 30 133 0.8485325834 
7168 : 124 84 125 85 0.8485477178 
7169 : 82 154 82 155 0.8485477178 
7170 : 83 180 84 181 0.8485524892 
7171 : 129 261 128 262 0.8485529442 
7172 : 155 176 156 175 0.8485714286 
7173 : 169 91 170 90 0.8486081352 
7174 : 116 75 117 75 0.8486123865 
7175 : 85 169 86 170 0.8486179305 
7176 : 114 169 113 170 0.8486179305 
7177 : 114 76 115 76 0.8486195649 
7178 : 117 75 118 76 0.8486268326 
7179 : 115 76 114 77 0.8486340110 
7180 : 98 75 98 74 0.8486502822 
7181 : 118 76 117 76 0.8486555475 
7182 : 127 237 128 238 0.8486627528 
7183 : 81 88 81 89 0.8486743058 
7184 : 167 91 166 91 0.8486743058 
7185 : 72 182 73 183 0.8486842105 
7186 : 75 225 74 225 0.8486842105 
7187 : 78 276 77 276 0.8487394958 
7188 : 162 93 163 92 0.8487527866 
7189 : 81 89 82 89 0.8487654321 
7190 : 30 134 31 135 0.8487845943 
7191 : 66 129 67 129 0.8487994350 
7192 : 89 273 90 274 0.8487994350 
7193 : 185 75 184 75 0.8488113898 
7194 : 129 232 129 233 0.8488207195 
7195 : 96 67 97 67 0.8488265504 
7196 : 106 199 105 198 0.8488372093 
7197 : 25 124 24 123 0.8488463086 
7198 : 61 44 62 43 0.8488624052 
7199 : 114 77 115 77 0.8488649223 
7200 : 113 12 112 12 0.8488659027 
7201 : 33 106 34 107 0.8488988112 
7202 : 195 76 194 75 0.8489056574 
7203 : 43 132 44 133 0.8489056574 
7204 : 120 154 119 153 0.8489056574 
7205 : 101 177 100 178 0.8489056574 
7206 : 18 207 19 206 0.8489182692 
7207 : 138 59 139 59 0.8489195879 
7208 : 79 89 79 88 0.8489244016 
7209 : 181 43 182 43 0.8489257453 
7210 : 183 81 184 81 0.8489266873 
7211 : 76 162 77 162 0.8489389381 
7212 : 107 7 106 7 0.8489412771 
7213 : 74 78 73 78 0.8489605994 
7214 : 52 181 53 180 0.8489648033 
7215 : 6 267 6 268 0.8489648033 
7216 : 126 166 125 167 0.8489795918 
7217 : 125 167 126 167 0.8489795918 
7218 : 196 200 197 200 0.8489795918 
7219 : 199 200 200 200 0.8489795918 
7220 : 112 10 113 9 0.8489807113 
7221 : 69 135 70 136 0.8489937358 
7222 : 25 183 25 182 0.8490090090 
7223 : 63 118 63 117 0.8490176423 
7224 : 24 101 25 101 0.8490408695 
7225 : 66 239 66 238 0.8490540541 
7226 : 82 92 81 92 0.8490617202 
7227 : 33 103 32 103 0.8490867592 
7228 : 72 165 72 166 0.8490980049 
7229 : 75 87 76 86 0.8491001837 
7230 : 39 122 39 121 0.8491089270 
7231 : 162 58 162 59 0.8491096800 
7232 : 123 266 123 265 0.8491211126 
7233 : 152 174 152 175 0.8491255061 
7234 : 184 75 183 75 0.8491537075 
7235 : 127 105 127 104 0.8491762321 
7236 : 115 74 114 73 0.8491795161 
7237 : 74 164 75 164 0.8491805137 
7238 : 134 247 134 248 0.8492232055 
7239 : 101 70 100 69 0.8492334548 
7240 : 184 81 183 80 0.8492665793 
7241 : 28 101 27 100 0.8492743319 
7242 : 125 85 126 85 0.8492781812 
7243 : 93 258 94 259 0.8492792538 
7244 : 182 43 183 42 0.8492902930 
7245 : 163 92 162 92 0.8492906919 
7246 : 85 167 84 166 0.8492913556 
7247 : 37 125 37 126 0.8492975734 
7248 : 181 50 182 51 0.8493022354 
7249 : 40 99 41 99 0.8493089320 
7250 : 107 121 107 122 0.8493159695 
7251 : 37 161 38 160 0.8493164872 
7252 : 38 160 39 161 0.8493356002 
7253 : 127 229 126 228 0.8493449782 
7254 : 98 74 97 74 0.8493453702 
7255 : 49 88 50 87 0.8493539402 
7256 : 170 193 169 193 0.8493545068 
7257 : 115 255 115 254 0.8493548387 
7258 : 61 255 62 255 0.8493549144 
7259 : 163 94 162 94 0.8493896329 
7260 : 152 175 153 176 0.8493975904 
7261 : 180 47 181 48 0.8494220037 
7262 : 128 262 128 263 0.8494275610 
7263 : 89 172 88 172 0.8494288384 
7264 : 100 68 100 69 0.8494294606 
7265 : 120 81 121 81 0.8494294606 
7266 : 147 7 148 7 0.8494330206 
7267 : 177 80 177 79 0.8494485205 
7268 : 67 242 67 243 0.8494744745 
7269 : 119 153 120 153 0.8494768100 
7270 : 5 269 6 268 0.8494861254 
7271 : 174 194 175 194 0.8494881475 
7272 : 184 34 185 33 0.8494897959 
7273 : 100 69 99 69 0.8495025936 
7274 : 160 10 160 9 0.8495028134 
7275 : 116 76 117 76 0.8495170397 
7276 : 41 127 41 126 0.8495454545 
7277 : 65 135 66 136 0.8495748299 
7278 : 108 218 108 219 0.8495760268 
7279 : 120 218 120 219 0.8495777266 
7280 : 86 183 86 182 0.8495807873 
7281 : 78 134 78 135 0.8495825478 
7282 : 66 238 66 237 0.8495838554 
7283 : 49 266 49 267 0.8495838554 
7284 : 135 35 136 36 0.8495907564 
7285 : 162 183 162 184 0.8496075353 
7286 : 64 69 63 68 0.8496145781 
7287 : 40 135 39 135 0.8496240602 
7288 : 3 264 4 263 0.8496240602 
7289 : 146 61 145 60 0.8496345674 
7290 : 99 69 98 68 0.8496526227 
7291 : 175 81 176 82 0.8496540069 
7292 : 123 265 123 264 0.8496700866 
7293 : 12 244 12 245 0.8496720941 
7294 : 31 135 32 136 0.8496824277 
7295 : 157 60 158 61 0.8496837632 
7296 : 55 153 56 153 0.8496949093 
7297 : 55 151 55 152 0.8497071028 
7298 : 159 174 158 174 0.8497071028 
7299 : 89 168 88 168 0.8497095010 
7300 : 30 103 30 102 0.8497150316 
7301 : 35 93 34 93 0.8497238832 
7302 : 112 85 113 86 0.8497357441 
7303 : 118 79 119 79 0.8497436645 
7304 : 21 210 21 211 0.8497592903 
7305 : 75 181 76 181 0.8497740392 
7306 : 76 181 75 182 0.8497740392 
7307 : 98 180 98 179 0.8497757848 
7308 : 81 157 80 157 0.8497771578 
7309 : 50 145 49 144 0.8497854077 
7310 : 49 147 49 148 0.8497854077 
7311 : 86 170 87 171 0.8497854077 
7312 : 108 112 108 113 0.8497897313 
7313 : 78 144 77 143 0.8497942387 
7314 : 104 118 104 119 0.8498100760 
7315 : 122 83 122 84 0.8498474547 
7316 : 184 50 185 51 0.8498890596 
7317 : 76 164 77 165 0.8498979625 
7318 : 149 276 150 276 0.8498986394 
7319 : 122 84 123 83 0.8499556303 
7320 : 97 74 96 74 0.8499728956 
7321 : 96 251 96 250 0.8499729437 
7322 : 186 87 186 86 0.8500000000 
7323 : 94 250 93 249 0.8500000000 
7324 : 96 260 97 261 0.8500000000 
7325 : 51 179 52 180 0.8500079367 
7326 : 45 271 44 271 0.8500155562 
7327 : 148 274 149 273 0.8500391850 
7328 : 140 24 139 24 0.8500501219 
7329 : 112 73 113 73 0.8500625999 
7330 : 88 196 88 197 0.8500850085 
7331 : 39 93 40 92 0.8501055632 
7332 : 91 200 90 199 0.8501060887 
7333 : 66 125 67 125 0.8501155497 
7334 : 99 178 98 178 0.8501161115 
7335 : 124 226 123 226 0.8501201201 
7336 : 15 105 14 106 0.8501240967 
7337 : 148 66 149 66 0.8501265177 
7338 : 79 164 80 163 0.8501349300 
7339 : 112 12 112 13 0.8501355920 
7340 : 17 216 17 215 0.8501420455 
7341 : 14 231 14 230 0.8501420455 
7342 : 129 257 128 258 0.8501602564 
7343 : 4 263 4 264 0.8501851644 
7344 : 24 97 24 98 0.8501883567 
7345 : 155 95 154 95 0.8502034609 
7346 : 171 90 172 89 0.8502066116 
7347 : 162 184 162 185 0.8502163651 
7348 : 84 166 83 166 0.8502172055 
7349 : 121 155 122 155 0.8502202643 
7350 : 73 88 72 88 0.8502351114 
7351 : 93 256 93 255 0.8502405207 
7352 : 31 138 32 139 0.8502590894 
7353 : 90 66 91 66 0.8502879685 
7354 : 123 94 124 95 0.8502929816 
7355 : 158 174 157 173 0.8503112033 
7356 : 33 125 34 124 0.8503203845 
7357 : 101 68 102 68 0.8503215825 
7358 : 12 245 12 246 0.8503367003 
7359 : 123 226 122 225 0.8503496503 
7360 : 54 72 53 72 0.8503620219 
7361 : 160 5 161 6 0.8503623188 
7362 : 34 141 33 141 0.8503640627 
7363 : 18 210 18 209 0.8503640992 
7364 : 189 87 188 86 0.8503687888 
7365 : 177 79 178 80 0.8503836442 
7366 : 165 192 164 191 0.8503841005 
7367 : 79 88 80 89 0.8504157218 
7368 : 51 161 51 162 0.8504254198 
7369 : 168 192 169 193 0.8504254587 
7370 : 84 171 85 172 0.8504428819 
7371 : 66 274 66 275 0.8504477612 
7372 : 19 182 19 181 0.8504583430 
7373 : 175 194 175 193 0.8504689755 
7374 : 70 231 71 230 0.8505077263 
7375 : 29 236 30 236 0.8505077263 
7376 : 61 244 61 243 0.8505077263 
7377 : 159 181 159 182 0.8505126028 
7378 : 120 219 121 220 0.8505184332 
7379 : 151 173 150 173 0.8505240474 
7380 : 165 5 165 4 0.8505293246 
7381 : 91 274 92 275 0.8505315822 
7382 : 122 221 121 220 0.8505341625 
7383 : 161 61 162 60 0.8505407199 
7384 : 63 261 62 261 0.8505572442 
7385 : 94 74 93 74 0.8505610830 
7386 : 120 217 121 216 0.8505690992 
7387 : 97 67 98 67 0.8505783904 
7388 : 82 187 82 188 0.8505792077 
7389 : 132 268 132 267 0.8505833703 
7390 : 82 152 82 151 0.8505863465 
7391 : 25 186 24 187 0.8505901412 
7392 : 174 97 175 97 0.8506086733 
7393 : 185 51 185 50 0.8506151700 
7394 : 99 77 98 77 0.8506177626 
7395 : 183 197 184 197 0.8506224066 
7396 : 184 197 183 198 0.8506224066 
7397 : 188 197 188 196 0.8506224066 
7398 : 192 197 191 196 0.8506224066 
7399 : 186 198 186 197 0.8506224066 
7400 : 87 171 86 172 0.8506493506 
7401 : 180 43 179 44 0.8506642821 
7402 : 111 193 111 194 0.8506746627 
7403 : 135 89 134 88 0.8506864972 
7404 : 122 223 122 224 0.8507074554 
7405 : 71 76 72 77 0.8507091919 
7406 : 156 175 156 176 0.8507193041 
7407 : 85 168 84 168 0.8507455901 
7408 : 60 73 60 74 0.8507487298 
7409 : 144 93 143 93 0.8507661038 
7410 : 79 196 80 197 0.8507673267 
7411 : 126 252 126 251 0.8507872724 
7412 : 158 4 158 5 0.8508013302 
7413 : 24 87 23 86 0.8508028560 
7414 : 126 85 125 84 0.8508072093 
7415 : 24 187 25 187 0.8508103415 
7416 : 70 164 70 165 0.8508202852 
7417 : 48 143 49 143 0.8508209627 
7418 : 83 88 82 89 0.8508332204 
7419 : 37 118 38 119 0.8508355177 
7420 : 161 93 162 92 0.8508404016 
7421 : 22 204 23 205 0.8508528785 
7422 : 121 268 121 267 0.8508738602 
7423 : 69 149 68 150 0.8508979953 
7424 : 101 205 102 205 0.8508987576 
7425 : 32 140 33 141 0.8509174312 
7426 : 20 203 20 202 0.8509192646 
7427 : 34 107 35 107 0.8509265395 
7428 : 171 198 170 198 0.8509309700 
7429 : 130 88 129 89 0.8509310380 
7430 : 77 140 77 139 0.8509396111 
7431 : 40 124 40 123 0.8509575013 
7432 : 29 143 29 142 0.8509615385 
7433 : 86 172 86 171 0.8509758919 
7434 : 103 71 102 70 0.8510079071 
7435 : 166 91 165 91 0.8510204082 
7436 : 127 166 126 167 0.8510204082 
7437 : 92 66 91 66 0.8510211719 
7438 : 122 225 123 225 0.8510470378 
7439 : 77 165 76 166 0.8510604622 
7440 : 70 168 71 167 0.8510604622 
7441 : 125 158 125 159 0.8510638298 
7442 : 33 120 33 121 0.8510702261 
7443 : 128 252 129 252 0.8510714286 
7444 : 109 72 110 72 0.8510956578 
7445 : 72 88 72 89 0.8511044620 
7446 : 160 183 159 182 0.8511060371 
7447 : 124 96 124 95 0.8511069123 
7448 : 159 182 158 181 0.8511141340 
7449 : 125 227 126 227 0.8511180468 
7450 : 158 5 157 6 0.8511257764 
7451 : 165 4 164 3 0.8511291367 
7452 : 129 250 129 251 0.8511602871 
7453 : 187 177 186 176 0.8511627907 
7454 : 183 49 184 49 0.8511812046 
7455 : 67 244 66 244 0.8512212644 
7456 : 150 276 151 277 0.8512258188 
7457 : 121 169 122 169 0.8512396694 
7458 : 181 198 180 198 0.8512396694 
7459 : 198 198 197 198 0.8512396694 
7460 : 101 199 102 200 0.8512516657 
7461 : 57 150 57 149 0.8512542049 
7462 : 117 76 118 75 0.8512760095 
7463 : 45 86 46 87 0.8512764899 
7464 : 86 171 85 172 0.8512931034 
7465 : 97 261 97 260 0.8512978142 
7466 : 87 168 88 168 0.8512996303 
7467 : 129 89 130 89 0.8513056093 
7468 : 30 133 30 132 0.8513126592 
7469 : 104 126 104 127 0.8513141427 
7470 : 11 250 11 251 0.8513266998 
7471 : 126 167 127 167 0.8513273602 
7472 : 85 188 86 187 0.8513285442 
7473 : 65 191 66 192 0.8513457557 
7474 : 121 220 121 219 0.8513513514 
7475 : 122 91 123 92 0.8513513514 
7476 : 156 176 157 176 0.8513556116 
7477 : 57 152 56 153 0.8513705064 
7478 : 84 168 84 169 0.8514010603 
7479 : 160 184 161 185 0.8514056225 
7480 : 72 85 71 84 0.8514059405 
7481 : 29 142 30 143 0.8514125984 
7482 : 101 168 100 168 0.8514204545 
7483 : 23 114 22 113 0.8514339571 
7484 : 55 65 55 64 0.8514353503 
7485 : 21 73 20 72 0.8514420362 
7486 : 37 68 38 68 0.8514461877 
7487 : 162 59 162 60 0.8514540715 
7488 : 81 148 80 147 0.8514644351 
7489 : 60 259 59 258 0.8514659385 
7490 : 148 4 148 3 0.8514765445 
7491 : 178 80 178 81 0.8514793417 
7492 : 57 18 56 17 0.8514902364 
7493 : 147 2 147 1 0.8514959166 
7494 : 27 71 28 71 0.8515008305 
7495 : 128 243 127 244 0.8515131286 
7496 : 193 187 193 188 0.8515283843 
7497 : 80 163 79 163 0.8515542632 
7498 : 151 278 151 279 0.8515636918 
7499 : 93 119 92 119 0.8515734955 
7500 : 53 79 54 79 0.8515764518 
7501 : 188 75 188 76 0.8515933406 
7502 : 30 132 29 133 0.8516197980 
7503 : 177 87 176 86 0.8516227804 
7504 : 162 92 161 92 0.8516260163 
7505 : 127 167 128 166 0.8516260163 
7506 : 148 169 149 170 0.8516318268 
7507 : 100 196 99 195 0.8516639050 
7508 : 44 176 45 175 0.8516729991 
7509 : 125 159 126 158 0.8516949153 
7510 : 131 88 132 88 0.8517090359 
7511 : 155 44 155 43 0.8517292951 
7512 : 155 5 155 6 0.8517395616 
7513 : 164 92 165 91 0.8517438943 
7514 : 158 61 158 62 0.8517472572 
7515 : 164 16 163 16 0.8517479830 
7516 : 29 94 29 93 0.8517604724 
7517 : 176 196 176 197 0.8517632586 
7518 : 184 46 183 47 0.8517694216 
7519 : 151 280 151 279 0.8517699115 
7520 : 82 164 82 165 0.8517782427 
7521 : 94 71 95 71 0.8517847980 
7522 : 98 200 99 201 0.8517929293 
7523 : 164 190 163 191 0.8518090097 
7524 : 41 145 40 144 0.8518170426 
7525 : 119 79 120 79 0.8518183533 
7526 : 97 193 96 193 0.8518501557 
7527 : 77 143 77 144 0.8518518519 
7528 : 86 187 87 188 0.8518518519 
7529 : 176 197 177 197 0.8518518519 
7530 : 40 88 40 87 0.8518578121 
7531 : 167 96 167 97 0.8518609538 
7532 : 48 269 49 268 0.8518728460 
7533 : 43 174 43 175 0.8518803044 
7534 : 60 64 59 63 0.8519045329 
7535 : 77 162 77 163 0.8519304829 
7536 : 67 165 66 164 0.8519304829 
7537 : 72 166 71 167 0.8519304829 
7538 : 98 72 97 72 0.8519366517 
7539 : 64 175 63 174 0.8519562334 
7540 : 66 164 66 163 0.8519585253 
7541 : 82 89 82 88 0.8519683824 
7542 : 172 89 173 89 0.8519683824 
7543 : 176 86 175 87 0.8519839077 
7544 : 65 261 64 260 0.8519966635 
7545 : 147 25 148 25 0.8520074839 
7546 : 82 170 82 169 0.8520077952 
7547 : 102 68 101 69 0.8520136112 
7548 : 53 152 53 151 0.8520167346 
7549 : 41 152 42 151 0.8520350708 
7550 : 98 178 98 179 0.8520350708 
7551 : 17 230 17 231 0.8520388563 
7552 : 140 59 141 59 0.8520860687 
7553 : 42 130 43 131 0.8520864756 
7554 : 56 153 56 154 0.8520894460 
7555 : 101 19 101 18 0.8520959660 
7556 : 58 169 59 170 0.8521002211 
7557 : 105 174 106 173 0.8521012826 
7558 : 158 13 159 13 0.8521027718 
7559 : 105 198 104 199 0.8521204373 
7560 : 16 219 15 220 0.8521378391 
7561 : 14 229 14 230 0.8521378391 
7562 : 30 70 29 69 0.8521419855 
7563 : 130 263 129 264 0.8521505376 
7564 : 94 87 94 88 0.8521565247 
7565 : 128 86 127 85 0.8521574522 
7566 : 158 177 157 176 0.8521638670 
